Francja: od Grimault do Ocelota	Paul Grimault	Le Petit Soldat	1947	full	60	2400	Paul Grimault Le Petit Soldat 1947
Francja: od Grimault do Ocelota	Paul Grimault	Le Roi et l'Oiseau	1980	fragment	45	1200	Le Roi et l'Oiseau Grimault 1980 extrait
Francja: od Grimault do Ocelota	René Laloux & Roland Topor	Les Temps morts	1965	full	60	2400	Rene Laloux Les Temps Morts 1965
Francja: od Grimault do Ocelota	René Laloux & Roland Topor	Les Escargots	1966	full	60	2400	Rene Laloux Les Escargots 1966
Francja: od Grimault do Ocelota	René Laloux	La Planète sauvage	1973	fragment	45	1200	Fantastic Planet La Planete Sauvage 1973 trailer
Francja: od Grimault do Ocelota	Jean-François Laguionie	La Traversée de l'Atlantique à la rame	1978	full	60	2400	Laguionie La Traversee de l'Atlantique a la rame 1978
Francja: od Grimault do Ocelota	Michel Ocelot	Kirikou et la Sorcière	1998	fragment	45	1200	Kirikou et la Sorciere 1998 trailer
Francja: od Grimault do Ocelota	Sylvain Chomet	La Vieille Dame et les pigeons	1997	full	60	2400	Sylvain Chomet The Old Lady and the Pigeons 1997
Francja: od Grimault do Ocelota	Sylvain Chomet	Les Triplettes de Belleville	2003	fragment	45	1200	Les Triplettes de Belleville 2003 trailer
Francja: od Grimault do Ocelota	H5 / François Alaux	Logorama	2009	full	60	2400	Logorama H5 short film 2009
Francja: od Grimault do Ocelota	Jérémy Clapin	J'ai perdu mon corps	2019	fragment	45	1200	I Lost My Body 2019 official trailer
Francja: od Grimault do Ocelota	Marjane Satrapi & Vincent Paronnaud	Persepolis	2007	fragment	45	1200	Persepolis 2007 official trailer
Francja: od Grimault do Ocelota	Benjamin Renner	Ernest et Célestine	2012	fragment	45	1200	Ernest et Celestine 2012 trailer
Francja: od Grimault do Ocelota	Jean-François Laguionie	Le Tableau	2011	fragment	45	1200	Le Tableau Laguionie 2011 trailer
Era komputera: narodziny CGI i Pixar	Ed Catmull & Fred Parke	A Computer Animated Hand	1972	full	60	2400	A Computer Animated Hand 1972 Ed Catmull
Era komputera: narodziny CGI i Pixar	Peter Foldes	Hunger / La Faim	1974	full	60	2400	Peter Foldes Hunger La Faim 1974 NFB
Era komputera: narodziny CGI i Pixar	Peter Foldes	Metadata	1971	full	60	2400	Peter Foldes Metadata 1971
Era komputera: narodziny CGI i Pixar	Larry Cuba	Star Wars Death Star briefing	1977	fragment	45	1200	Larry Cuba Star Wars Death Star plans animation 1977
Era komputera: narodziny CGI i Pixar	John Lasseter	The Adventures of André & Wally B.	1984	full	60	2400	The Adventures of Andre and Wally B 1984 Pixar
Era komputera: narodziny CGI i Pixar	John Lasseter	Luxo Jr.	1986	full	60	2400	Pixar Luxo Jr 1986
Era komputera: narodziny CGI i Pixar	John Lasseter	Red's Dream	1987	full	60	2400	Pixar Red's Dream 1987 short
Era komputera: narodziny CGI i Pixar	John Lasseter	Tin Toy	1988	full	60	2400	Pixar Tin Toy 1988 short
Era komputera: narodziny CGI i Pixar	John Lasseter	Knick Knack	1989	full	60	2400	Pixar Knick Knack 1989 short
Era komputera: narodziny CGI i Pixar	Jan Pinkava	Geri's Game	1997	full	60	2400	Pixar Geri's Game 1997 short
Era komputera: narodziny CGI i Pixar	Pixar	Toy Story	1995	fragment	45	1200	Toy Story 1995 official trailer
Era komputera: narodziny CGI i Pixar	Chris Wedge	Bunny	1998	full	60	2400	Bunny 1998 Blue Sky Studios Chris Wedge
Era komputera: narodziny CGI i Pixar	Ed Emshwiller	Sunstone	1979	full	60	2400	Ed Emshwiller Sunstone 1979
Era komputera: narodziny CGI i Pixar	Loren Carpenter	Vol Libre	1980	full	60	2400	Vol Libre 1980 Loren Carpenter fractal
Era komputera: narodziny CGI i Pixar	Steven Lisberger	Tron	1982	fragment	45	1200	Tron 1982 light cycle scene
Era komputera: narodziny CGI i Pixar	Pierre Lachapelle	Tony de Peltrie	1985	full	60	2400	Tony de Peltrie 1985 computer animation
Animacja w teledysku i reklamie	Steve Barron / a-ha	Take On Me	1985	full	120	600	a-ha Take On Me official video
Animacja w teledysku i reklamie	Stephen R. Johnson / Aardman / Peter Gabriel	Sledgehammer	1986	full	120	600	Peter Gabriel Sledgehammer official video
Animacja w teledysku i reklamie	Zbigniew Rybczyński / John Lennon	Imagine	1986	full	120	600	Zbigniew Rybczynski John Lennon Imagine 1986 music video
Animacja w teledysku i reklamie	Jamie Hewlett / Gorillaz	Clint Eastwood	2001	full	120	600	Gorillaz Clint Eastwood official video
Animacja w teledysku i reklamie	Michel Gondry / The White Stripes	Fell in Love with a Girl	2002	full	120	600	The White Stripes Fell In Love With A Girl official video
Animacja w teledysku i reklamie	Kazuhisa Takenouchi / Leiji Matsumoto / Daft Punk	One More Time	2000	full	120	600	Daft Punk One More Time official video
Animacja w teledysku i reklamie	Bill Plympton / Kanye West	Heartless	2008	full	120	600	Kanye West Heartless official music video
Animacja w teledysku i reklamie	A-1 Pictures / Porter Robinson	Shelter	2016	full	120	600	Porter Robinson Madeon Shelter official video
Animacja w teledysku i reklamie	Cyriak / Bonobo	Cirrus	2013	full	120	600	Bonobo Cirrus official video Cyriak
Animacja w teledysku i reklamie	Run Wrake	Rabbit	2005	full	60	2400	Run Wrake Rabbit 2005 animated short
Animacja w teledysku i reklamie	Steve Barron / Dire Straits	Money for Nothing	1985	full	120	600	Dire Straits Money For Nothing official video
Animacja w teledysku i reklamie	Todd McFarlane / Pearl Jam	Do the Evolution	1998	full	120	600	Pearl Jam Do the Evolution official video
Animacja w teledysku i reklamie	Ludovic Houplain H5 / Röyksopp	Remind Me	2002	full	120	600	Royksopp Remind Me official video
Animacja w teledysku i reklamie	Fred Stuhr & Adam Jones / Tool	Sober	1993	full	120	600	Tool Sober official video
Dorośli i telewizja: od Bakshiego do Adult Swim	Ralph Bakshi	Fritz the Cat	1972	fragment	45	1200	Fritz the Cat 1972 trailer Ralph Bakshi
