Polska szkoła animacji	Jan Lenica	A	1964	full	60	2400	Jan Lenica "A" 1965 animated short film letter
Czechy i Słowacja: Trnka, Zeman, Švankmajer	Jiří Trnka	Sen nocy letniej	1959	fragment	45	1200	Trnka Sen noci svatojanske Midsummer Night's Dream puppet 1959
Polska szkoła animacji	Jan Lenica, Walerian Borowczyk	Był sobie raz…	1957	full	60	2400	Once There Was a Time Borowczyk Lenica 1957 full
Polska szkoła animacji	Jan Lenica, Walerian Borowczyk	Dom	1958	full	60	2400	Dom House 1958 Borowczyk Lenica experimental film
Polska szkoła animacji	Walerian Borowczyk	Renaissance	1963	full	60	2400	Renaissance Borowczyk 1963 short film objects
Polska animacja autorska: od Antonisza do Bagińskiego	Aleksandra Korejwo	Carmen habanera	1995	full	60	2400	Aleksandra Korejwo Carmen habanera salt animation film
Polska animacja autorska: od Antonisza do Bagińskiego	Mariusz Wilczyński	Niestety	2004	full	60	2400	Mariusz Wilczynski Unfortunately animated short
Polska animacja autorska: od Antonisza do Bagińskiego	Renata Gąsiorowska	Cipka	2016	fragment	45	1200	Pussy Renata Gasiorowska animated short film
Wielka Brytania: od Animal Farm do Aardmana	Bob Godfrey	Great	1975	full	60	2400	Great 1975 Bob Godfrey Isambard Kingdom Brunel film
Wielka Brytania: od Animal Farm do Aardmana	Bracia Quay	Street of Crocodiles	1986	full	60	2400	Street of Crocodiles 1986 Quay stop motion film
Wielka Brytania: od Animal Farm do Aardmana	Nick Park	Creature Comforts	1989	full	60	2400	Creature Comforts 1989 original short film zoo animals
Wielka Brytania: od Animal Farm do Aardmana	Halas & Batchelor	Automania 2000	1963	full	300	2400	Automania 2000 1963 Halas Batchelor animated film
Wielka Brytania: od Animal Farm do Aardmana	Alison De Vere	The Black Dog	1987	full	60	2400	The Black Dog 1987 Alison de Vere animation film
Polska szkoła animacji	Walerian Borowczyk	Renaissance	1963	full	60	2400	Borowczyk Renaissance court metrage 1963
Polska animacja autorska: od Antonisza do Bagińskiego	Mariusz Wilczyński	Niestety	2004	full	60	2400	Wilczynski Niestety animation Unfortunately
Polska animacja autorska: od Antonisza do Bagińskiego	Renata Gąsiorowska	Cipka	2016	fragment	45	1200	Cipka Pussy short film zwiastun trailer Gasiorowska
