Disney: od Myszki Miki do Fantazji	Walt Disney / Ub Iwerks	Steamboat Willie	1928	full	60	2400	Steamboat Willie 1928 Mickey Mouse original cartoon
Disney: od Myszki Miki do Fantazji	Walt Disney	The Skeleton Dance	1929	full	60	2400	The Skeleton Dance 1929 Silly Symphony cartoon
Disney: od Myszki Miki do Fantazji	Walt Disney	Flowers and Trees	1932	full	60	2400	Flowers and Trees 1932 Silly Symphony Technicolor cartoon
Disney: od Myszki Miki do Fantazji	Walt Disney	Three Little Pigs	1933	full	60	2400	Three Little Pigs 1933 Silly Symphony Disney cartoon
Disney: od Myszki Miki do Fantazji	Walt Disney	The Band Concert	1935	full	60	2400	The Band Concert 1935 Mickey Mouse cartoon
Disney: od Myszki Miki do Fantazji	Walt Disney	The Old Mill	1937	full	60	2400	The Old Mill 1937 Silly Symphony cartoon
Disney: od Myszki Miki do Fantazji	Walt Disney	Snow White and the Seven Dwarfs	1937	fragment	45	1200	Snow White and the Seven Dwarfs 1937 Heigh Ho scene
Disney: od Myszki Miki do Fantazji	Walt Disney	Pinocchio	1940	fragment	45	1200	Pinocchio 1940 Disney I've Got No Strings scene
Disney: od Myszki Miki do Fantazji	Walt Disney	Fantasia	1940	fragment	45	1200	Fantasia 1940 Sorcerer's Apprentice sequence
Disney: od Myszki Miki do Fantazji	Walt Disney	Dumbo	1941	fragment	45	1200	Dumbo 1941 Pink Elephants on Parade scene
Disney: od Myszki Miki do Fantazji	Ub Iwerks	The Cuckoo Murder Case	1930	full	60	2400	Flip the Frog The Cuckoo Murder Case 1930 Ub Iwerks cartoon
Disney: od Myszki Miki do Fantazji	Walt Disney	Plane Crazy	1928	full	60	2400	Plane Crazy 1928 Mickey Mouse silent cartoon
Disney: od Myszki Miki do Fantazji	Walt Disney	The Mad Doctor	1933	full	60	2400	The Mad Doctor 1933 Mickey Mouse cartoon public domain
Disney: od Myszki Miki do Fantazji	Walt Disney	Thru the Mirror	1936	full	60	2400	Thru the Mirror 1936 Mickey Mouse cartoon
Disney: od Myszki Miki do Fantazji	Walt Disney	The Ugly Duckling	1939	full	60	2400	The Ugly Duckling 1939 Silly Symphony cartoon
Disney: od Myszki Miki do Fantazji	Ub Iwerks	Balloon Land	1935	full	60	2400	Balloon Land 1935 Ub Iwerks ComiColor cartoon
Looney Tunes i MGM: złota era kreskówki	Tex Avery	The Blitz Wolf	1942	full	60	2400	The Blitz Wolf 1942 Tex Avery public domain cartoon
Looney Tunes i MGM: złota era kreskówki	Tex Avery	Red Hot Riding Hood	1943	full	60	2400	Red Hot Riding Hood 1943 Tex Avery cartoon
Looney Tunes i MGM: złota era kreskówki	Tex Avery	King-Size Canary	1947	full	60	2400	King-Size Canary 1947 Tex Avery cartoon
