Japonia I: od pionierów do Astro Boya	Jun'ichi Kōuchi	Namakura Gatana	1917	full	60	600	Namakura Gatana 1917 Kouchi
Japonia I: od pionierów do Astro Boya	Noburō Ōfuji	Bagudajō no tōzoku	1926	full	60	2400	Bagudajo no tozoku 1926 Ofuji Thief of Baguda Castle
Japonia I: od pionierów do Astro Boya	Kenzō Masaoka	Kumo to chūrippu	1943	full	60	2400	Kumo to chulippu 1943 Masaoka spider and tulip
Japonia I: od pionierów do Astro Boya	Taiji Yabushita	Hakujaden	1958	fragment	45	1200	Hakujaden 1958 trailer The White Snake Enchantress
Japonia I: od pionierów do Astro Boya	Osamu Tezuka	Astro Boy (czołówka)	1963	fragment	45	1200	Astro Boy 1963 opening Tetsuwan Atom
Japonia I: od pionierów do Astro Boya	Osamu Tezuka	Jumping	1984	full	60	900	Osamu Tezuka Jumping 1984 animation
Japonia I: od pionierów do Astro Boya	Osamu Tezuka	Broken Down Film	1985	full	60	900	Osamu Tezuka Broken Down Film 1985
Japonia I: od pionierów do Astro Boya	Yōji Kuri	Love	1963	full	60	900	Yoji Kuri Love 1963 animation
Japonia I: od pionierów do Astro Boya	Yōji Kuri	Human Zoo	1962	full	60	900	Yoji Kuri Human Zoo 1962
Japonia I: od pionierów do Astro Boya	Mitsuyo Seo	Momotarō no Umiwashi	1943	full	600	2400	Momotaro no Umiwashi 1943 Momotaro's Sea Eagles
Japonia I: od pionierów do Astro Boya	Noburō Ōfuji	Kujira (The Whale)	1952	full	60	900	Ofuji Kujira The Whale 1952 animation
Japonia I: od pionierów do Astro Boya	Osamu Tezuka	Aru Machikado no Monogatari	1962	full	600	2400	Tales of a Street Corner Tezuka 1962
Japonia I: od pionierów do Astro Boya	Isao Takahata	Taiyō no Ōji: Horusu no Daibōken	1968	fragment	45	1200	Horus Prince of the Sun 1968 trailer Takahata
Japonia II: anime — od Ghibli do dziś	Hayao Miyazaki	Nausicaä z Doliny Wiatru	1984	fragment	45	1200	Nausicaa of the Valley of the Wind 1984 official trailer
Japonia II: anime — od Ghibli do dziś	Hayao Miyazaki	Mój sąsiad Totoro	1988	fragment	45	1200	My Neighbor Totoro 1988 official trailer
Japonia II: anime — od Ghibli do dziś	Isao Takahata	Grobowiec świetlików	1988	fragment	45	1200	Grave of the Fireflies 1988 official trailer
Japonia II: anime — od Ghibli do dziś	Katsuhiro Otomo	Akira	1988	fragment	45	1200	Akira 1988 official trailer
Japonia II: anime — od Ghibli do dziś	Mamoru Oshii	Ghost in the Shell	1995	fragment	45	1200	Ghost in the Shell 1995 official trailer
Japonia II: anime — od Ghibli do dziś	Satoshi Kon	Paprika	2006	fragment	45	1200	Paprika 2006 Satoshi Kon official trailer
Japonia II: anime — od Ghibli do dziś	Hayao Miyazaki	Spirited Away	2001	fragment	45	1200	Spirited Away 2001 official trailer
Japonia II: anime — od Ghibli do dziś	Makoto Shinkai	Kanojo to kanojo no neko	1999	full	60	900	She and Her Cat 1999 Makoto Shinkai Kanojo to kanojo no neko
Japonia II: anime — od Ghibli do dziś	Kōji Yamamura	Atama Yama	2002	full	300	900	Atama Yama Mt Head Koji Yamamura 2002
Japonia II: anime — od Ghibli do dziś	Kōji Yamamura	Franz Kafka's A Country Doctor	2007	full	600	2400	Franz Kafka A Country Doctor Yamamura 2007
Japonia II: anime — od Ghibli do dziś	Daicon Film (Gainax)	Daicon IV Opening	1983	full	60	600	Daicon IV opening animation 1983
Japonia II: anime — od Ghibli do dziś	Hayao Miyazaki	On Your Mark	1995	full	120	600	On Your Mark Chage and Aska Miyazaki 1995
Japonia II: anime — od Ghibli do dziś	Satoshi Kon	Perfect Blue	1997	fragment	45	1200	Perfect Blue 1997 Satoshi Kon trailer
Japonia II: anime — od Ghibli do dziś	Hideaki Anno	Neon Genesis Evangelion (czołówka)	1995	fragment	45	1200	Neon Genesis Evangelion opening 1995 Cruel Angel Thesis
Japonia II: anime — od Ghibli do dziś	Mamoru Hosoda	The Girl Who Leapt Through Time	2006	fragment	45	1200	The Girl Who Leapt Through Time 2006 official trailer
