Szkoła zagrzebska	Dušan Vukotić	Piccolo	1959	full	60	2400	Vukotic Piccolo 1959 Zagreb Film
Szkoła zagrzebska	Dušan Vukotić	Surogat	1961	full	60	2400	Vukotic Surogat Ersatz 1961 Zagreb Film
Szkoła zagrzebska	Nedeljko Dragić	Tup Tup	1972	full	60	2400	Dragic Tup Tup 1972 Zagreb Film animation
Szkoła zagrzebska	Nedeljko Dragić	Dnevnik	1974	full	60	2400	Dragic Dnevnik Diary 1974 Zagreb Film
Szkoła zagrzebska	Zlatko Grgić	Maxi Cat	1971	full	60	2400	Zlatko Grgic Maxi Cat Zagreb Film
Szkoła zagrzebska	Zlatko Grgić	Professor Balthazar	1967	full	60	2400	Professor Balthazar episode Zagreb Film
Szkoła zagrzebska	Vatroslav Mimica	Samac	1958	full	60	2400	Mimica Samac The Loner 1958 Zagreb Film
Szkoła zagrzebska	Borivoj Dovniković	Krek	1968	full	60	2400	Dovnikovic Krek 1968 Zagreb Film
Szkoła zagrzebska	Vlado Kristl	Don Kihot	1961	full	60	2400	Vlado Kristl Don Kihot 1961 Zagreb Film
Szkoła zagrzebska	Ante Zaninović	Zid	1965	full	60	2400	Zaninovic Zid The Wall 1965 Zagreb Film
Szkoła zagrzebska	Pavao Štalter	Maska crvene smrti	1969	full	60	2400	Stalter Maska crvene smrti Masque of the Red Death Zagreb Film
Szkoła zagrzebska	Borivoj Dovniković	Škola hodanja	1978	full	60	2400	Dovnikovic Skola hodanja Learning to Walk 1978 Zagreb Film
Czechy i Słowacja: Trnka, Zeman, Švankmajer	Jiří Trnka	Ruka	1965	full	60	2400	Jiri Trnka Ruka The Hand 1965
Czechy i Słowacja: Trnka, Zeman, Švankmajer	Jiří Trnka	Sen nocy letniej	1959	fragment	45	1200	Trnka A Midsummer Night's Dream 1959 trailer
Czechy i Słowacja: Trnka, Zeman, Švankmajer	Karel Zeman	Inspirace	1949	full	60	2400	Karel Zeman Inspirace Inspiration 1949
Czechy i Słowacja: Trnka, Zeman, Švankmajer	Karel Zeman	Vynález zkázy	1958	fragment	45	1200	Karel Zeman Vynalez zkazy Invention for Destruction trailer
Czechy i Słowacja: Trnka, Zeman, Švankmajer	Břetislav Pojar	Lew i piosenka	1959	full	60	2400	Pojar Lev a pisnicka The Lion and the Song 1959
Czechy i Słowacja: Trnka, Zeman, Švankmajer	Jan Švankmajer	Byt	1968	full	60	2400	Svankmajer Byt The Flat 1968
Czechy i Słowacja: Trnka, Zeman, Švankmajer	Jan Švankmajer	Możliwości dialogu	1982	full	60	2400	Svankmajer Moznosti dialogu Dimensions of Dialogue 1982
Czechy i Słowacja: Trnka, Zeman, Švankmajer	Jan Švankmajer	Ciemność, światło, ciemność	1989	full	60	2400	Svankmajer Darkness Light Darkness 1989
Czechy i Słowacja: Trnka, Zeman, Švankmajer	Jan Švankmajer	Jídlo	1992	full	60	2400	Svankmajer Jidlo Food 1992
Czechy i Słowacja: Trnka, Zeman, Švankmajer	Jiří Barta	Krysař	1986	full	2400	4000	Jiri Barta Krysar The Pied Piper 1986
Czechy i Słowacja: Trnka, Zeman, Švankmajer	Hermína Týrlová	Vzpoura hraček	1946	full	60	2400	Hermina Tyrlova Vzpoura hracek Revolt of the Toys 1946
Czechy i Słowacja: Trnka, Zeman, Švankmajer	Jan Švankmajer	Rakvičkárna	1966	full	60	2400	Svankmajer Rakvickarna Punch and Judy 1966
Czechy i Słowacja: Trnka, Zeman, Švankmajer	Viktor Kubal	Zbojník Jurko	1976	fragment	45	1200	Viktor Kubal Zbojnik Jurko 1976
Polska szkoła animacji	Jan Lenica, Walerian Borowczyk	Był sobie raz…	1957	full	60	2400	Lenica Borowczyk Był sobie raz 1957 animacja
Polska szkoła animacji	Jan Lenica, Walerian Borowczyk	Dom	1958	full	60	2400	Lenica Borowczyk Dom 1958 animacja
Polska szkoła animacji	Jan Lenica	Labirynt	1962	full	60	2400	Lenica Labirynt 1962 animacja Labyrinth
Polska szkoła animacji	Jan Lenica	A	1964	full	60	2400	Jan Lenica A 1964 animation
Polska szkoła animacji	Walerian Borowczyk	Renaissance	1963	full	60	2400	Borowczyk Renaissance 1963
Polska szkoła animacji	Walerian Borowczyk	Les Jeux des anges	1964	full	60	2400	Borowczyk Les Jeux des anges 1964
Polska szkoła animacji	Witold Giersz	Mały western	1960	full	60	2400	Giersz Mały western 1960 animacja
Polska szkoła animacji	Witold Giersz	Czerwone i czarne	1963	full	60	2400	Giersz Czerwone i czarne 1963 animacja
Polska szkoła animacji	Witold Giersz	Koń	1967	full	60	2400	Giersz Koń 1967 animacja
Polska szkoła animacji	Daniel Szczechura	Fotel	1963	full	60	2400	Szczechura Fotel 1963 animacja
Polska szkoła animacji	Mirosław Kijowicz	Klatki	1966	full	60	2400	Kijowicz Klatki 1966 animacja
Polska szkoła animacji	Stefan Schabenbeck	Schody	1968	full	60	2400	Schabenbeck Schody 1968 animacja
Polska szkoła animacji	Stefan Schabenbeck	Wszystko jest liczbą	1966	full	60	2400	Schabenbeck Wszystko jest liczbą 1966
Polska szkoła animacji	Zenon Wasilewski	Za króla Krakusa	1947	full	60	2400	Wasilewski Za króla Krakusa 1947 animacja lalkowa
Polska szkoła animacji	Jerzy Zitzman	Bulandra i diabeł	1959	full	60	2400	Zitzman Bulandra i diabeł 1959 animacja
Polska szkoła animacji	Jan Lenica	Nowy Janko Muzykant	1960	full	60	2400	Lenica Nowy Janko Muzykant 1960
Polska szkoła animacji	Ryszard Czekała	Syn	1970	full	60	2400	Ryszard Czekała Syn 1970 animacja
Polska szkoła animacji	Ryszard Czekała	Apel	1970	full	60	2400	Ryszard Czekała Apel 1970 animacja
Polska szkoła animacji	Daniel Szczechura	Hobby	1968	full	60	2400	Szczechura Hobby 1968 animacja
Polska animacja autorska: od Antonisza do Bagińskiego	Julian Antonisz	Jak działa jamniczek	1971	full	60	2400	Antonisz Jak działa jamniczek 1971
Polska animacja autorska: od Antonisza do Bagińskiego	Julian Antonisz	Ostry film zaangażowany	1979	full	60	2400	Antonisz Ostry film zaangażowany 1979
Polska animacja autorska: od Antonisza do Bagińskiego	Zbigniew Rybczyński	Nowa książka	1975	full	60	2400	Rybczyński Nowa książka 1975 New Book
Polska animacja autorska: od Antonisza do Bagińskiego	Zbigniew Rybczyński	Tango	1980	full	60	2400	Rybczyński Tango 1980 animacja Oscar
Polska animacja autorska: od Antonisza do Bagińskiego	Jerzy Kucia	Parada	1986	full	60	2400	Jerzy Kucia Parada 1986 animacja
Polska animacja autorska: od Antonisza do Bagińskiego	Piotr Dumała	Łagodna	1985	full	60	2400	Dumała Łagodna 1985 animacja
Polska animacja autorska: od Antonisza do Bagińskiego	Piotr Dumała	Franz Kafka	1991	full	60	2400	Dumała Franz Kafka 1991 animacja
Polska animacja autorska: od Antonisza do Bagińskiego	Piotr Dumała	Zbrodnia i kara	2000	full	60	2400	Dumała Zbrodnia i kara 2000 animacja
Polska animacja autorska: od Antonisza do Bagińskiego	Aleksandra Korejwo	Carmen habanera	1995	full	60	2400	Korejwo Carmen habanera 1995 animacja
Polska animacja autorska: od Antonisza do Bagińskiego	Mariusz Wilczyński	Niestety	2004	full	60	2400	Wilczyński Niestety 2004 animacja
Polska animacja autorska: od Antonisza do Bagińskiego	Tomasz Bagiński	Katedra	2002	full	60	2400	Bagiński Katedra The Cathedral 2002
Polska animacja autorska: od Antonisza do Bagińskiego	Tomasz Bagiński	Sztuka spadania	2004	full	60	2400	Bagiński Sztuka spadania Fallen Art 2004
