Looney Tunes i MGM: złota era kreskówki	Tex Avery	The Blitz Wolf	1942	full	60	2400	Blitz Wolf 1942 Tex Avery MGM Adolf wartime cartoon
Looney Tunes i MGM: złota era kreskówki	Tex Avery	Red Hot Riding Hood	1943	full	60	2400	Red Hot Riding Hood 1943 MGM cartoon restored full
Looney Tunes i MGM: złota era kreskówki	Tex Avery	King-Size Canary	1947	full	60	2400	King-Size Canary 1947 Tex Avery MGM full cartoon
Looney Tunes i MGM: złota era kreskówki	William Hanna & Joseph Barbera	Puss Gets the Boot	1940	full	60	2400	Puss Gets the Boot 1940 Tom Jerry full cartoon episode
Lotte Reiniger i animacja sylwetkowa	Lotte Reiniger	Carmen	1933	full	60	2400	Carmen 1933 Lotte Reiniger silhouette film Bizet
Lotte Reiniger i animacja sylwetkowa	Lotte Reiniger	Däumelinchen (Thumbelina)	1954	full	60	2400	Lotte Reiniger Däumelinchen Thumbelina fairy tale film
Lotte Reiniger i animacja sylwetkowa	Lotte Reiniger	Hänsel und Gretel	1955	full	60	2400	Reiniger Hansel and Gretel 1955 silhouette fairy film
Lotte Reiniger i animacja sylwetkowa	Lotte Reiniger	Jack and the Beanstalk	1955	full	60	2400	Jack and the Beanstalk Lotte Reiniger silhouette fairy tale
Lotte Reiniger i animacja sylwetkowa	Lotte Reiniger	Aladdin and the Magic Lamp	1954	full	60	2400	Aladdin Lotte Reiniger Wunderlampe silhouette film
Lotte Reiniger i animacja sylwetkowa	Lotte Reiniger	Galathea	1935	full	60	2400	Galathea Lotte Reiniger 1935 16mm
Lotte Reiniger i animacja sylwetkowa	Lotte Reiniger	The Rose and the Ring	1953	full	60	2400	Lotte Reiniger The Rose and the Ring 16mm
Lotte Reiniger i animacja sylwetkowa	Lotte Reiniger	Der Froschkönig (The Frog Prince)	1961	full	60	2400	Lotte Reiniger Frog Prince 1961
Lotte Reiniger i animacja sylwetkowa	John Isaacs	The Art of Lotte Reiniger	1970	documentary	240	3600	The Art of Lotte Reiniger 1970 documentary
Awangarda i wizualna muzyka	Oskar Fischinger	Komposition in Blau	1935	full	60	2400	Composition in Blue 1935 Fischinger Gasparcolor abstract film
Awangarda i wizualna muzyka	Oskar Fischinger	Allegretto	1936	full	45	2400	Allegretto Oskar Fischinger 1936 color visual music film
Awangarda i wizualna muzyka	Oskar Fischinger	Motion Painting No. 1	1947	full	60	2400	Motion Painting No 1 1947 Fischinger complete film
Awangarda i wizualna muzyka	Len Lye	Rainbow Dance	1936	full	60	2400	Rainbow Dance 1936 Len Lye GPO Film Unit
Europa międzywojenna: eksperymenty i pierwsze pełne metraże	Franciszka i Stefan Themersonowie	Europa	1932	fragment	45	1200	Europa Themerson 1932 film reconstruction found
Europa międzywojenna: eksperymenty i pierwsze pełne metraże	Anthony Gross & Hector Hoppin	The Fox Hunt	1936	full	60	2400	Fox Hunt 1936 Anthony Gross Hector Hoppin animated short
Europa międzywojenna: eksperymenty i pierwsze pełne metraże	Oskar Fischinger	Muratti greift ein	1934	full	45	2400	Muratti Marsch der Zigaretten Fischinger cigarette advert
Europa międzywojenna: eksperymenty i pierwsze pełne metraże	Len Lye	The Birth of the Robot	1936	full	60	2400	The Birth of the Robot 1936 Len Lye Shell puppet animation
