Prehistoria ruchomych obrazów	Joseph Plateau	Fenakistiskop — animowane dyski	1833	full	20	600	Joseph Plateau phenakistoscope 1833 animated discs
Prehistoria ruchomych obrazów	William George Horner	Zoetrop	1834	documentary	120	3600	zoetrope optical toy history documentary
Prehistoria ruchomych obrazów	Eadweard Muybridge	The Horse in Motion	1878	full	15	600	Eadweard Muybridge The Horse in Motion 1878
Prehistoria ruchomych obrazów	Étienne-Jules Marey	Chronofotografie	1890	full	30	900	Etienne-Jules Marey chronophotography 1890s films
Prehistoria ruchomych obrazów	Émile Reynaud	Pauvre Pierrot	1892	full	90	900	Emile Reynaud Pauvre Pierrot 1892 Theatre Optique
Prehistoria ruchomych obrazów	Émile Reynaud	Autour d'une cabine	1894	full	60	900	Emile Reynaud Autour d une cabine 1894
Prehistoria ruchomych obrazów	różni	Latarnia magiczna i fantasmagoria	1800	documentary	180	3600	magic lantern phantasmagoria history documentary
Prehistoria ruchomych obrazów	różni	Teatr cieni (wayang / ombres chinoises)	1800	documentary	180	3600	wayang kulit shadow puppet theatre documentary
Prehistoria ruchomych obrazów	Étienne-Jules Marey	Falling Cat	1894	full	10	300	Marey falling cat 1894 chronophotography film
Prehistoria ruchomych obrazów	Émile Reynaud	Praxinoscope	1877	full	20	600	Emile Reynaud praxinoscope 1877 animation
Pionierzy: Blackton, Cohl, McCay	J. Stuart Blackton	Humorous Phases of Funny Faces	1906	full	60	600	J Stuart Blackton Humorous Phases of Funny Faces 1906 silent animation
Pionierzy: Blackton, Cohl, McCay	J. Stuart Blackton	The Haunted Hotel	1907	full	120	900	J Stuart Blackton The Haunted Hotel 1907 silent film
Pionierzy: Blackton, Cohl, McCay	Émile Cohl	Fantasmagorie	1908	full	45	600	Emile Cohl Fantasmagorie 1908 first animated film
Pionierzy: Blackton, Cohl, McCay	Émile Cohl	Le Cauchemar du fantoche	1908	full	45	600	Emile Cohl Le Cauchemar du fantoche 1908 silent animation
Pionierzy: Blackton, Cohl, McCay	Segundo de Chomón	El hotel eléctrico	1908	full	120	900	Segundo de Chomon El hotel electrico 1908 silent film
Pionierzy: Blackton, Cohl, McCay	Winsor McCay	Little Nemo	1911	full	120	900	Winsor McCay Little Nemo 1911 silent animation
Pionierzy: Blackton, Cohl, McCay	Winsor McCay	How a Mosquito Operates	1912	full	120	900	Winsor McCay How a Mosquito Operates 1912 silent animation
Pionierzy: Blackton, Cohl, McCay	Winsor McCay	Gertie the Dinosaur	1914	full	120	1200	Winsor McCay Gertie the Dinosaur 1914 silent animation
Pionierzy: Blackton, Cohl, McCay	Winsor McCay	The Sinking of the Lusitania	1918	full	240	1200	Winsor McCay The Sinking of the Lusitania 1918 silent animation
Pionierzy: Blackton, Cohl, McCay	J. Stuart Blackton	The Enchanted Drawing	1900	full	45	600	J Stuart Blackton The Enchanted Drawing 1900 silent film
Pionierzy: Blackton, Cohl, McCay	Émile Cohl	Un drame chez les fantoches	1908	full	60	600	Emile Cohl Un drame chez les fantoches 1908 silent animation
Pionierzy: Blackton, Cohl, McCay	Georges Méliès	Le Voyage dans la Lune	1902	full	300	1500	Georges Melies Le Voyage dans la Lune 1902 A Trip to the Moon
Pionierzy: Blackton, Cohl, McCay	Arthur Melbourne-Cooper	Dreams of Toyland	1908	full	60	900	Arthur Melbourne-Cooper Dreams of Toyland 1908 stop motion
Władysław Starewicz: narodziny animacji lalkowej	Władysław Starewicz	Piękna Lukanida	1912	full	300	1800	Starewicz The Beautiful Lukanida 1912 puppet film
